Average waiting time: 3.80 seconds
Traffic volume: 55 vehicles/min
Exceeds threshold (>50): True
Average wait: 65s, Vehicle count: 45
Should turn green: True

--- Starting Smart Traffic Management System ---
Reading: (0, 5), Avg Wait: 0.00s, Count: 1, Turn Green: False
Reading: (168, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (170, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (172, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (174, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (176, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (178, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (180, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (182, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (184, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (186, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (188, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (190, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (192, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (194, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (196, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (198, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (200, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (202, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (204, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (206, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (208, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (210, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (212, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (214, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (216, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (218, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (220, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (222, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (224, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (226, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (228, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (230, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (232, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (234, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (236, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (238, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (240, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (242, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (244, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (246, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (248, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (250, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (252, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (254, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (256, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (258, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (260, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (262, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (264, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (266, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (268, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (270, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (272, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (274, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (276, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (278, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (280, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (282, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (284, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (286, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (288, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (290, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (292, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
Reading: (294, 5), Avg Wait: 98.34s, Count: 50, Turn Green: True
Reading: (296, 6), Avg Wait: 97.34s, Count: 50, Turn Green: True
Reading: (298, 7), Avg Wait: 98.32s, Count: 50, Turn Green: True
